time,pitch,roll,yaw,BROW_RAISER_LEFT,BROW_RAISER_RIGHT,BROW_LOWERER_LEFT,BROW_LOWERER_RIGHT,SMILE,KISS,MOUTH_OPEN,TONGUE_OUT,EYES_CLOSED_LEFT,EYES_CLOSED_RIGHT,EYES_TURN_LEFT,EYES_TURN_RIGHT,EYES_UP,EYES_DOWN
1481267403.7130001,9.2440689999999996,-3.1551670000000001,-2.2289970000000001,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.013,60.634160000000001,92.029129999999995,86.272260000000003,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.1930001,55.879579999999997,86.597729999999999,85.061449999999994,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.306,55.108649999999997,82.505960000000002,82.572029999999998,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.4300001,55.239150000000002,86.021889999999999,84.118260000000006,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.54,53.078270000000003,74.686359999999993,77.455089999999998,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.6500001,50.861260000000001,73.587530000000001,76.651390000000006,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.822,51.169130000000003,74.699629999999999,76.681550000000001,0.0,0.0,0.0,0.0,57.0,0.0,8.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
1481267404.934,49.041379999999997,67.263819999999996,72.683040000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0
1481267405.0569999,47.170940000000002,66.747600000000006,72.762249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,100.0
1481267405.174,44.917459999999998,62.91133,71.331860000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1481267405.283,44.516489999999997,59.605339999999998,69.866060000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1481267405.391,44.544750000000001,60.030729999999998,70.310389999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1481267405.493,47.568539999999999,69.488569999999996,74.951970000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1481267405.6010001,47.84451,69.00282,74.887910000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0
1481267405.7,48.530239999999999,69.031199999999998,75.007639999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
1481267405.803,48.343940000000003,67.681309999999996,74.493129999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,74.0,0.0
1481267405.904,48.49248,67.378010000000003,74.447559999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.0,0.0
1481267406.01,48.82808,68.112719999999996,74.859570000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
1481267406.1059999,48.838970000000003,67.765699999999995,74.69511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
