time,pitch,roll,yaw,BROW_RAISER_LEFT,BROW_RAISER_RIGHT,BROW_LOWERER_LEFT,BROW_LOWERER_RIGHT,SMILE,KISS,MOUTH_OPEN,TONGUE_OUT,EYES_CLOSED_LEFT,EYES_CLOSED_RIGHT,EYES_TURN_LEFT,EYES_TURN_RIGHT,EYES_UP,EYES_DOWN
1480896587.529,-7.4802689999999998,-8.8291229999999992,-8.643065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1480896587.6340001,-16.21191,-9.1884390000000007,-18.27458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,63.0
1480896587.7279999,-15.85224,-7.4648050000000001,-18.125900000000001,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896587.822,-15.553000000000001,-6.637143,-18.364249999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896587.9219999,-15.25512,-6.4539099999999996,-18.61909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896588.017,-15.311019999999999,-6.2320729999999998,-18.696149999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896588.1059999,-15.628819999999999,-5.9531099999999997,-18.75421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896588.201,-16.526959999999999,-5.7133719999999997,-18.48949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896588.309,-17.417719999999999,-6.925745,-18.351400000000002,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,10.0,100.0,0.0,0.0,100.0
1480896588.404,-17.463629999999998,-7.2654160000000001,-18.344840000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,100.0,0.0,0.0,100.0
1480896588.5090001,-17.680230000000002,-7.7157200000000001,-18.07714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0
1480896588.6199999,-17.638359999999999,-8.1007370000000005,-17.664190000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0
1480896588.71,-17.186789999999998,-9.723198,-17.021560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,38.0,0.0,100.0
1480896588.799,-17.392749999999999,-10.13339,-17.570440000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,55.0,0.0,100.0
1480896588.891,-17.73873,-10.41736,-19.298490000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,43.0,0.0,100.0
1480896588.984,-5.6177780000000004,-7.7261009999999999,-15.24047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.098,5.2825179999999996,-31.732900000000001,88.324119999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.3970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896589.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896603.494,-14.181430000000001,-2.9925639999999998,-13.64598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896603.5869999,-19.63495,-0.37083060000000001,-9.5999800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896603.691,-23.065950000000001,1.0928640000000001,-9.5169969999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896603.816,-20.662299999999998,4.3436539999999999,-9.2323000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896603.9089999,-20.017379999999999,2.4486650000000001,-7.5776349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896604.0090001,-17.75254,7.3226040000000001,-10.44896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
1480896612.5799999,-15.2226,-21.945319999999999,-11.484870000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896612.6789999,-11.83596,-19.6189,-14.99671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896612.776,-9.1088240000000003,-16.259709999999998,-7.9700829999999998,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896612.95,27.897069999999999,-13.797370000000001,-1.28884,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896613.0550001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896613.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896613.2709999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896613.3710001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,100.0,71.0,100.0,0.0,0.0,49.0
1480896613.483,-5.486059,-18.166329999999999,-8.880217,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1480896613.5910001,0.32245170000000001,-8.5857779999999995,-8.1848980000000005,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896613.9330001,-12.2645,-17.960439999999998,8.6899700000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
1480896613.9579999,-8.7764559999999996,8.153537,26.65973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,81.0,0.0,100.0,0.0
1480896614.1029999,10.15535,-29.762219999999999,0.52505409999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.2909999,19.028659999999999,-29.266359999999999,-10.83268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.4460001,6.3237860000000001,-22.117329999999999,-73.346819999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.5699999,10.640499999999999,-22.408650000000002,-75.41516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.681,14.20077,-23.441939999999999,-75.074629999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.7839999,18.165120000000002,-23.874610000000001,-74.550219999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896614.898,23.47617,-24.673120000000001,-72.843360000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.0139999,21.72775,-21.58118,-68.717870000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.1210001,34.908099999999997,-33.309719999999999,-80.653670000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.22,15.86773,-20.629079999999998,-37.982750000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.3169999,13.364089999999999,-20.366980000000002,-40.406869999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.4260001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.5339999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1480896615.6619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
