time,pitch,roll,yaw,BROW_RAISER_LEFT,BROW_RAISER_RIGHT,BROW_LOWERER_LEFT,BROW_LOWERER_RIGHT,SMILE,KISS,MOUTH_OPEN,TONGUE_OUT,EYES_CLOSED_LEFT,EYES_CLOSED_RIGHT,EYES_TURN_LEFT,EYES_TURN_RIGHT,EYES_UP,EYES_DOWN
1481189298.802,-17.546700000000001,-0.84512080000000001,8.8795970000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,100.0
1481189299.0580001,-16.356560000000002,-1.0606869999999999,13.83606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,14.0,0.0,0.0,100.0
1481189299.21,-16.850519999999999,-1.7465550000000001,14.612920000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,100.0
1481189299.313,-16.653670000000002,-1.8199719999999999,14.7218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,100.0
1481189299.4579999,-11.61107,-2.0878920000000001,16.985659999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,100.0
1481189299.5650001,-11.88692,-2.0207700000000002,17.011520000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0
1481189299.675,-12.18322,-1.8596379999999999,16.90147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,100.0
1481189299.799,-12.567959999999999,-1.376126,16.42238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,100.0
1481189299.904,-12.971629999999999,-0.060813510000000001,14.27397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
1481189300.0280001,-13.89724,0.77373080000000005,13.368510000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
1481189300.1619999,-14.21435,1.6969289999999999,11.709820000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
1481189300.283,-16.96527,4.377758,4.3268550000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
1481189300.3740001,-12.229660000000001,5.3232340000000002,8.4855660000000004,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,72.0,0.0
1481189300.467,-14.40653,7.062506,7.4743940000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.0
1481189300.5599999,-14.51257,7.1879470000000003,7.5474579999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0
